full_name,size,formats,files,mirror_url,archived,disabled,info
akmaier/CONRAD,187642,"{'': 8, 'prefs': 1, 'md': 1, 'pdf': 2, 'txt': 18, 'ser': 1, 'pha': 7, 'xml': 271, 'm': 11, 'jpg': 5, 'jar': 73, 'zip': 7, 'ijm': 4, 'class': 84, 'source': 2, 'js': 3, 'java': 1204, 'cl': 49, 'png': 2, 'tif': 3, 'bmp': 2, 'dcm': 1, 'cpp': 1}",1760,,False,False,
urbandroid-team/Sleep-as-Android-Garmin-Addon,4003,"{'': 9, 'md': 2, 'gradle': 4, 'aar': 3, 'jar': 2, 'pro': 1, 'java': 15, 'xml': 76, 'sh': 1, 'svg': 4, 'png': 51, 'properties': 2, 'bat': 1, 'prefs': 1, 'jungle': 1, 'mc': 9, 'nfm': 1, 'prg': 45, 'iq': 8, 'TXT': 4, 'txt': 2, 'BAK': 1, 'zip': 1}",244,,False,False,
cheng-li/pyramid,5052,"{'': 2, 'txt': 3, 'md': 2, 'properties': 27, 'xml': 6, 'java': 547, 'html': 4}",591,,False,False,
Zrips/Jobs,79532,"{'': 3, 'launch': 1, 'md': 3, 'yml': 30, 'prefs': 4, 'txt': 3, 'jar': 4, 'xml': 1, 'java': 243}",292,,False,False,
HashOS/android_packages_apps_Contacts,65883,"{'mk': 3, 'xml': 310, '': 2, 'html': 1, 'flags': 1, 'png': 93, 'sh': 1, 'java': 435, 'txt': 1, 'mp3': 1, 'vcf': 2, 'jpg': 7}",857,,False,False,
lt397961457/storm,11,"{'': 2, 'xml': 26, 'prefs': 1, 'yaml': 5, 'iml': 3, 'java': 5, 'jsp': 1}",43,,False,False,
mmacarons/20181219_DominoPizza,201,"{'': 3, 'xml': 20, 'gradle': 3, 'pro': 1, 'java': 11, 'png': 10, 'jpg': 1, 'properties': 2, 'jar': 1, 'bat': 1}",53,,False,False,
crdroidandroid/android_packages_services_Telecomm,15721,"{'': 4, 'bp': 2, 'xml': 134, 'mk': 1, 'jar': 1, 'flags': 1, 'proto': 1, 'png': 98, 'ogg': 5, 'sh': 1, 'java': 207, 'mp4': 3}",458,,False,False,
oscarftoro/tiny-webserver,7120,"{'md': 1, 'html#': 1, 'swp': 1, 'html': 3, 'html~': 3, 'ico': 1, 'png': 1, 'JPG': 1, 'jpg': 2, 'txt': 1, 'txt~': 1, 'class': 2, 'java': 3, 'java~': 1}",22,,False,False,
Yanyf765/jk,3927,"{'': 4, 'prefs': 3, 'component': 1, 'xml': 43, 'container': 1, 'name': 1, 'java': 39, 'properties': 3, 'jsp': 24, 'txt': 22, 'swf': 24, 'aspx': 3, 'cs': 3, 'php': 3, 'fla': 8, 'js': 17, 'html': 26, 'css': 13, 'gif': 197, 'jpg': 33, 'db': 3, 'ANI': 1, 'ani': 1, 'htm': 1, 'xls': 13, 'png': 118, 'sql': 1}",606,,False,False,
Chahira-hamza/Explore_Egypt,61459,"{'jsp': 8, 'jpg': 19, 'JPG': 1, 'jpeg': 1, 'json': 2, '': 4, 'png': 2, 'PNG': 1, '7z': 1, 'txt': 3, 'pdf': 4, 'doc': 5, 'docx': 3, 'java': 9, 'sql': 4, 'md': 1, 'zip': 8, 'html': 2, 'xml': 1}",79,,False,False,
AngelAcevedo25/upgraded-octo-succotash,18,"{'xml': 3, 'mf': 1, 'properties': 2, 'java': 12}",18,,False,False,
isnuryusuf/ingress-indonesia-dev,114179,"{'': 8, 'yml': 2, 'md': 1, 'xml': 369, 'java': 5365, 'zip': 1, 'so': 21, 'png': 1047, 'bin': 3, 'ogg': 288, 'arsc': 2, 'file': 1, 'sh': 1, 'txt': 3, 'py': 2, 'yaml': 1, 'apk': 3, 'properties': 3, 'keystore': 2, 'fnt': 31, 'json': 10, 'json~': 5, 'ttf': 2, 'bak': 1, 'obj': 55, 'atlas': 10, 'tga': 1, 'mtl': 2, 'map': 1, 'frag': 28, 'vert': 28, 'smf': 37, 'dex': 2, 'ap_': 1, 'RSA': 1, 'SF': 1, 'MF': 1, 'smali': 5361, 'template': 2}",12703,,False,False,
RishabhAwasthi/Card-Feed,1107,"{'': 4, 'xml': 16, 'iml': 2, 'gradle': 3, 'pro': 1, 'java': 3, 'jpg': 16, 'png': 4, 'properties': 2, 'jar': 1, 'bat': 1}",53,,False,False,
OpenSRP/opensrp-client-sid,33680,"{'': 5, 'yml': 1, 'md': 2, 'gradle': 5, 'jar': 10, 'properties': 7, 'exec': 4, 'txt': 1, 'pro': 3, 'java': 263, 'xml': 291, 'json': 121, 'zip': 1, 'so': 12, 'png': 192, 'jpg': 1, 'gif': 1}",920,,False,False,
SmitaRamgolam/ShoppingCart,4,"{'md': 1, 'java': 2}",3,,False,False,
linweiyu21/compareData,,,,,,,Not Found
acanda/eclipse-cs,49396,"{'md': 1, '': 40, 'prefs': 32, 'properties': 49, 'xml': 105, 'html': 51, 'MF': 8, 'ini': 1, 'png': 130, 'txt': 10, 'jar': 14, 'zip': 3, 'version': 1, 'map': 1, 'config': 1, 'apache20': 2, 'dtd': 5, 'properties_template': 1, 'template': 2, 'exsd': 6, 'java': 244, 'pspimage': 3, 'gif': 55, 'js': 19, 'jpg': 30, 'psf': 2, 'css': 41, 'psd': 1, 'xsl': 1, 'header': 1}",860,,False,False,
ketsebum/practice-training,4544,"{'md': 25, 'json': 29, 'xml': 17, 'xdk': 1, 'xdke': 1, 'xdk_bak': 1, 'xdke_bak': 1, '': 37, 'gradle': 5, 'properties': 2, 'java': 46, 'png': 99, 'jpg': 12, 'js': 307, 'css': 41, 'map': 14, 'eot': 4, 'svg': 4, 'ttf': 4, 'woff': 4, 'woff2': 4, 'yml': 3, 'less': 142, 'ps1': 2, 'nuspec': 4, 'txt': 2, 'html': 5, 'LICENSE': 2, 'bat': 12, 'iws': 1, 'sh': 1, 'h': 1, 'm': 1}",834,,False,False,
HouKun1230/Java_Run_cpp.exe,11,"{'': 2, 'prefs': 1, 'class': 1, 'exe': 1, 'java': 1}",6,,False,False,
ABergBN/LaufzeitUmgebung,,,,,,,Not Found
benjoseph/Launcher,84,"{'': 3, 'md': 1, 'gradle': 3, 'pro': 1, 'java': 3, 'xml': 8, 'png': 5, 'properties': 2, 'jar': 1, 'bat': 1}",28,,False,False,
ANRGenstar/gamaplugin,12919,"{'': 10, 'yml': 1, 'md': 1, 'gradle': 6, 'sh': 3, 'prefs': 3, 'MF': 1, 'properties': 3, 'jar': 11, 'csv': 5, 'tif': 2, 'xml': 4, 'dbf': 3, 'fix': 1, 'prj': 3, 'qix': 3, 'shp': 3, 'shx': 3, 'qpj': 2, 'cpg': 1, 'gaml': 24, 'java': 11, 'bat': 1}",105,,False,False,
MaritimeConnectivityPlatform/mc-serviceregistry,11236,"{'': 52, 'json': 148, 'jar': 1, 'properties': 5, 'yml': 17, 'docx': 9, 'md': 44, 'txt': 8, 'js': 2378, 'jh': 1, 'cmd': 1, 'xml': 28, 'adoc': 7, 'java': 277, 'xsd': 8, 'csv': 5, 'html': 82, 'map': 16, 'css': 30, 'gzip': 1, 'eot': 2, 'svg': 9, 'ttf': 6, 'woff': 2, 'woff2': 2, 'less': 78, 'ps1': 1, 'nuspec': 2, 'ai': 4, 'eps': 1, 'pdf': 2, 'png': 20, 'jade': 3, 'swf': 1, 'coffee': 6, 'gif': 7, 'ico': 3, 'handlebars': 15, 'feature': 1, 'conf': 1, 'scala': 8, 'dbf': 1, 'prj': 1, 'sbn': 1, 'sbx': 1, 'shp': 1, 'shx': 1, 'ftl': 1, 'sh': 1}",3300,,False,False,
