full_name,size,formats,files,mirror_url,archived,disabled,info
sagarpanigrahi27/java-project,744,"{'': 2, 'java': 2}",4,,False,False,
AESokolov/Exception,1182,{'java': 1},1,,False,False,
ypadmavathi/localmiddlerepository,216,{'java': 1},1,,False,False,
wdzhu82/npapi-chrome-plugin-helloworld-example,1157962,"{'json': 1, 'dll': 2, 'html': 1, 'exp': 1, 'ilk': 1, 'lib': 1, 'pdb': 1, 'sln': 1, 'suo': 1, 'cc': 3, 'h': 6, 'aps': 1, 'def': 1, 'rc': 1, 'vcxproj': 1, 'filters': 1, 'user': 1}",25,,False,False,
isubhransu/SqliteAppDemo,117065,"{'': 2, 'name': 1, 'xml': 16, 'iml': 2, 'gitignore': 1, 'gradle': 3, 'pro': 1, 'java': 4, 'png': 5, 'properties': 2, 'jar': 1, 'bat': 1}",39,,False,False,
lolostyle/New-Calculator-Android,115853,"{'': 2, 'name': 1, 'xml': 16, 'gitignore': 1, 'gradle': 3, 'pro': 1, 'java': 3, 'png': 5, 'properties': 2, 'jar': 1, 'bat': 1}",36,,False,False,
wanshanwu/test,488273,"{'': 2, 'prefs': 1, 'class': 25, 'jar': 1, 'java': 4}",33,,False,False,
rdwwojcik/web-spring-ajs,670650,"{'xml': 1, 'java': 65, 'properties': 1, 'bowerrc': 1, 'gitignore': 1, 'gitmodules': 1, 'yml': 1, 'md': 10, 'js': 23, '': 1, 'json': 2, 'tpl': 1, 'prefix': 1, 'suffix': 1, 'html': 11, 'less': 3, 'css': 5, 'iml': 1}",130,,False,False,
sithisakulratp/firstDay,121,{'java': 1},1,,False,False,
tranphuoctien/wsftp,2041965,"{'xml': 3, 'jar': 4, 'properties': 3, 'mf': 1, 'js': 4, 'png': 3, 'html': 1, 'json': 1, 'css': 1, 'java': 5}",26,,False,False,
Martyn-MSys/Hello-git,71084,"{'md': 1, '': 1, 'c': 1, 'h': 2}",5,,False,False,
thetestingrepo/JSFBank,638112,"{'classpath': 1, 'pageflow': 1, 'project': 1, 'jsdtscope': 1, 'prefs': 1, 'component': 1, 'xml': 5, 'container': 1, 'name': 1, 'MF': 1, 'jar': 1, 'xhtml': 6, 'html': 1, 'class': 11, 'java': 11, 'backup': 1}",45,,False,False,
holdenmh1214/MicroblogSpring,126391,"{'name': 1, 'xml': 73, 'iml': 1, 'gradle': 1, 'jar': 1, 'properties': 2, '': 1, 'bat': 1, 'java': 5, 'html': 2}",88,,False,False,
michalspisak/MPR-2015,48784,"{'': 1, 'xml': 1, 'java': 25, 'md': 1}",28,,False,False,
Nandiswar/ImageSearch,130105,"{'': 2, 'name': 1, 'xml': 18, 'md': 1, 'iml': 2, 'gitignore': 1, 'gradle': 3, 'pro': 1, 'java': 11, 'png': 5, 'properties': 2, 'jar': 1, 'bat': 1}",49,,False,False,
afewvowels/JAVA_CLASS_PRG_00_01_Hello_World,494,{'java': 1},1,,False,False,
TEAM-RAZOR-DEVICES/device_oneplus_oneplus2_old,3028494,"{'mk': 23, 'acdb': 7, 'conf': 16, 'xml': 27, 'h': 61, 'java': 9, 'png': 3, '': 4, 'c': 36, 'txt': 2, 'sh': 9, 'am': 5, 'ac': 1, 'cpp': 22, 'in': 1, 'xdr': 11, 'kl': 2, 'ko': 1, 'dependencies': 1, 'qcom': 1, 'rc': 3, 'te': 8, 'prop': 1, 'dat': 1, 'ini': 1, 'bin': 1, 'accept': 1, 'deny': 1}",259,,False,False,
Dhana-Krishnasamy/MonteMedia,17650380,"{'': 2, 'txt': 1, 'xml': 6, 'html': 464, 'gif': 1, 'css': 1, 'jar': 3, 'properties': 9, 'mf': 1, 'iml': 1, 'md': 1, 'java': 303, 'form': 16, 'png': 76, 'mno': 17, 'icc': 1}",903,,False,False,
fq123456/fqtest,556,"{'xml': 1, 'java': 1}",2,,False,False,
cloudera/lucene-solr,380169,"{'': 81, 'txt': 557, 'xml': 446, 'jar': 1, 'secure': 3, 'schemaless': 2, 'template': 53, 'xsl': 20, 'project': 1, 'prefs': 4, 'iml': 48, 'maven': 1, 'properties': 17, 'pl': 10, 'py': 13, 'sh': 18, 'xls': 1, 'java': 4540, 'html': 395, 'jflex': 11, 'jflex-macro': 9, 'CharFilterFactory': 2, 'TokenFilterFactory': 7, 'TokenizerFactory': 5, 'dtd': 5, 'rslp': 2, 'htm': 2, 'zip': 53, 'aff': 4, 'dic': 4, 'rbbi': 8, 'brk': 5, 'nrm': 1, 'dat': 9, 'utf-8': 1, 'mem': 2, 'tbl': 1, 'enwiki': 1, 'alg': 34, 'bz2': 1, 'Codec': 4, 'DocValuesFormat': 4, 'PostingsFormat': 3, 'png': 206, 'MF': 1, 'tsv': 1, 'jsp': 1, 'css': 27, 'js': 55, 'utf8': 2, 'sha1': 155, 'svg': 3, 'gnuplot': 1, 'cpp': 2, 'javacc': 1, 'gif': 12, 'jj': 4, 'gz': 1, 'license': 1, 'policy': 1, 'mt': 4, 'pdf': 5, 'docx': 2, 'doc': 1, 'ini': 1, 'vm': 34, 'csv': 3, 'json': 2, 'incl': 1, 'bat': 1, 'keystore': 1, 'backup': 1, 'data': 1, 'log': 1, 'script': 1, 'conf': 4, 'cfg': 2, 'gitignore': 1, 'ico': 2, 'swf': 1}",6932,,False,False,
mcidasv/mcidasv,592873,"{'': 156, 'md': 1, 'xml': 164, 'hs': 1, 'html': 250, 'gif': 758, 'php': 34, 'GIF': 3, 'jpg': 25, 'png': 286, 'css': 4, 'js': 1, 'pdf': 1, 'txt': 8, 'py': 102, 'jnlp': 4, 'java': 491, 'aj': 1, 'tbl': 1, 'sql': 1, 'anc': 1, 'ncml': 1, 'ttf': 14, 'map': 1, 'xsl': 1, 'properties': 2, 'rbi': 2, 'csv': 1, 'pack': 1, 'mcv': 5, '1': 1, '3': 1, '8': 2, '7': 1, '15': 1, 'CORE': 3, 'dylib': 7, 'exe': 56, 'dll': 1, 'jar': 30, 'bat': 13, 'sh': 16, 'zip': 1, 'icns': 3, 'ico': 3, 'tif': 1, 'apache': 1, 'idv': 1, 'jdom': 1, 'jpeg2000': 1, 'jython': 1, 'simplemaps': 1, 'visad': 1, 'install4j': 1, 'prefs': 1, 'stdout': 1, 'json': 1, 'c': 2, 'diff': 1}",2475,,False,False,
nuxeo/nuxeo-business-days-management,615,,,,False,False,Empty
nuxeo/nuxeo-agenda,619,,,,False,False,Empty
nuxeo/nuxeo-http-client,328,,,,False,False,Empty
preesm/preesm,221353,"{'': 4, 'yml': 1, 'md': 3, 'h': 180, 'c': 95, 'MF': 21, 'properties': 34, 'txt': 12, 'xml': 53, 'xtend': 62, 'PNG': 12, 'xcore': 8, 'html': 3, 'bsh': 28, 'java': 907, 'cmake': 2, 'vm': 8, 'idl': 1, 'exsd': 3, 'stg': 2, 'xsd': 1, 'csv': 1, 'png': 22, 'gif': 10, 'xslt': 12, 'gitignore': 6, 'ini': 2, 'svg': 2, 'xcf': 1, 'icns': 2, 'ico': 2, 'ppm': 12, 'bmp': 7, 'xpm': 2, 'sh': 11, 'product': 1, 'css': 1, 'xsl': 1, 'graphml': 6, 'slam': 34, 'tur': 1, 'scenario': 73, 'workflow': 51, 'json': 1, 'diagram': 75, 'pi': 92, 'project': 15, 'py': 2, 'bp1d/Code/src/ref_bp1d': 1, 'bp1d/CodeMPPA2/Makefile': 1, 'bp1d/CodeMPPA2/README': 1, 'eps': 1, 'name': 1, 'iml': 1, 'ttf': 1, 'partitioner/CodeMPPA2/Makefile': 1, 'partitioner/CodeMPPA2/README': 1, 'dummy': 1, 'ccsproject': 2, 'cproject': 2, 'xdchelp': 2, 'xls': 1, 'traces': 1, 'ctx': 4, 'test': 12, 'verification': 10}",1929,,False,False,
